CompanyId,ReadingDate,DailyVolume(m3),ReadingType
9,25/04/2023,125.24,Actual
4,29/06/2023,180.73,Actual
17,24/10/2025,144.28,Actual
5,01/07/2025,110.69,Actual
10,02/03/2024,882.25,Actual
16,08/04/2025,903.01,Estimated
11,17/03/2024,703.32,Estimated
3,01/12/2023,961.01,Actual
12,12/09/2024,82.93,Actual
13,02/12/2024,756.06,Actual
11,12/04/2023,837.62,Estimated
14,14/08/2025,203.13,Actual
9,17/05/2023,123.37,Actual
19,22/11/2023,506.41,Actual
17,16/07/2025,160.75,Actual
3,09/12/2024,907.97,Actual
4,14/02/2023,171.23,Actual
5,27/04/2024,103.79,Actual
12,10/05/2024,92.97,Actual
7,13/10/2023,138.33,Estimated
1,11/08/2025,91.54,Actual
20,14/07/2025,148.6,Estimated
10,02/06/2025,871.19,Actual
18,18/11/2025,333.8,Actual
15,09/08/2025,166.15,Actual
8,28/09/2025,213.95,Actual
16,28/08/2023,987.87,Estimated
2,06/01/2024,176.39,Actual
6,18/03/2024,956.13,Actual
6,09/11/2025,1015.5,Estimated
11,19/10/2023,886.26,Actual
14,09/06/2024,217.16,Actual
4,08/11/2025,187.62,Actual
13,18/01/2025,724.94,Actual
3,19/07/2025,953.07,Actual
7,15/01/2023,121.07,Estimated
10,13/12/2024,909.75,Actual
19,24/05/2025,606.19,Actual
9,14/02/2024,102.98,Actual
2,21/09/2024,154.98,Actual
16,04/10/2025,1002.44,Actual
15,11/04/2023,155.77,Actual
1,24/12/2023,115.82,Actual
20,10/11/2023,117.97,Actual
5,07/09/2025,110.32,Actual
8,03/12/2023,208.98,Actual
18,13/02/2024,347.56,Actual
12,16/07/2024,86.2,Actual
17,17/01/2025,127.03,Actual
8,30/09/2025,220.59,Actual
11,08/06/2023,822.46,Actual
19,19/03/2024,631.56,Actual
10,07/10/2023,876.59,Actual
4,20/08/2025,186.1,Actual
16,19/09/2025,960.64,Actual
6,05/02/2023,976.95,Estimated
12,19/09/2024,96.15,Actual
7,03/10/2024,133.86,Actual
1,25/01/2023,106.89,Actual
9,17/03/2025,106.66,Actual
2,17/04/2024,177.65,Actual
20,25/02/2023,138.46,Actual
17,22/04/2024,126.91,Actual
14,29/09/2025,196.62,Actual
15,09/09/2025,179.06,Actual
5,28/02/2023,103.84,Estimated
18,15/02/2024,359.84,Estimated
3,16/09/2024,977.02,Actual
13,09/03/2023,712.3,Actual
12,19/09/2023,95.03,Estimated
16,30/12/2025,1024.48,Actual
1,14/01/2024,97.11,Actual
5,11/06/2025,93.18,Actual
3,06/01/2025,943.14,Actual
2,01/10/2025,141.23,Estimated
11,06/09/2024,744.46,Actual
18,21/05/2024,330.75,Actual
15,17/10/2023,168.45,Actual
19,10/11/2025,537.73,Estimated
4,14/03/2023,150.81,Actual
9,07/02/2023,114.84,Actual
7,02/11/2024,106.96,Actual
20,13/09/2025,115.3,Actual
17,02/02/2025,155.63,Actual
10,14/08/2025,876.02,Actual
14,29/11/2023,189.5,Estimated
13,09/09/2024,626.14,Actual
6,23/03/2023,1031.35,Actual
8,17/12/2025,196.75,Actual
11,22/05/2023,792.59,Actual
12,29/12/2023,82.07,Actual
16,14/04/2023,1017.48,Actual
3,23/03/2025,947.12,Actual
4,20/07/2025,161,Actual
14,14/02/2024,207.73,Actual
15,04/01/2025,175.27,Actual
13,01/04/2023,713.78,Actual
9,14/12/2025,99.69,Actual
1,08/09/2025,98.21,Actual
10,10/11/2024,909.02,Actual
18,20/02/2025,332.79,Actual
19,22/02/2023,510.99,Actual
2,22/04/2023,168.4,Actual
20,07/01/2025,136.48,Actual
8,28/04/2023,195.5,Actual
6,22/03/2025,1040.47,Estimated
17,24/01/2025,120.76,Actual
7,11/06/2024,136.14,Actual
5,29/04/2024,76.89,Actual
3,06/12/2024,977.02,Actual
10,05/01/2024,866.85,Actual
14,28/12/2025,206.4,Estimated
9,06/02/2023,97.96,Actual
7,21/08/2025,103.07,Actual
4,08/05/2025,189.73,Actual
12,14/12/2024,96.99,Actual
15,17/02/2025,184.32,Actual
2,04/06/2024,173.2,Actual
11,31/03/2023,850.57,Actual
5,25/02/2025,96.51,Actual
8,08/03/2025,185.06,Actual
19,29/11/2024,553.56,Actual
16,29/04/2025,1044.06,Estimated
13,19/01/2024,766.81,Actual
1,14/05/2024,81.93,Actual
17,05/07/2023,150.58,Actual
6,30/10/2025,1052.33,Actual
20,16/01/2024,112.31,Actual
18,04/08/2024,311.48,Actual
7,31/05/2023,112.87,Actual
13,26/08/2024,657.11,Actual
14,18/09/2025,183.08,Actual
16,08/11/2025,919.36,Actual
2,16/04/2024,140.95,Actual
17,09/11/2025,147.87,Actual
1,17/09/2025,120.09,Actual
5,12/08/2025,86.45,Actual
4,13/11/2024,178.28,Actual
9,16/01/2024,122.99,Actual
15,15/06/2024,154.58,Actual
8,08/03/2025,189.16,Actual
20,01/09/2024,131.45,Estimated
18,06/03/2024,336.8,Estimated
12,30/04/2023,83.28,Actual
10,04/06/2024,853.65,Actual
6,11/09/2023,1039.44,Estimated
19,31/08/2025,592.86,Actual
3,22/05/2025,988.92,Estimated
11,15/09/2023,892.85,Actual
1,16/02/2023,85.24,Actual
5,03/04/2024,106.97,Estimated
16,10/12/2023,915.35,Actual
6,19/09/2024,1057.74,Actual
18,19/04/2025,368.88,Actual
7,25/01/2025,102.77,Actual
14,15/11/2023,220.28,Actual
17,07/03/2023,156.59,Actual
12,22/06/2025,118.68,Actual
20,06/09/2024,143.09,Estimated
9,26/08/2024,102.39,Actual
3,16/04/2024,1000.19,Actual
19,30/11/2023,508.35,Actual
4,14/08/2024,181.13,Actual
15,16/07/2024,175.91,Actual
11,01/09/2023,701.29,Estimated
13,11/03/2025,687.73,Estimated
8,01/12/2023,196.77,Actual
2,14/06/2024,180.47,Actual
10,10/09/2024,863.48,Actual
8,20/10/2025,198.75,Actual
20,02/06/2024,145.81,Actual
5,20/10/2025,85.3,Actual
9,18/10/2023,127.7,Actual
3,06/10/2023,991.54,Estimated
7,12/09/2023,135.05,Actual
13,14/11/2025,667.13,Estimated
14,14/09/2023,208.21,Actual
18,16/08/2024,379.18,Actual
2,03/05/2023,149.26,Actual
12,19/03/2025,87.55,Actual
10,18/04/2025,904.44,Actual
19,21/02/2023,606.98,Actual
6,21/11/2025,999.69,Actual
16,27/01/2023,956.43,Actual
15,09/10/2023,155.2,Actual
1,11/09/2023,117.94,Actual
17,20/02/2025,139.69,Actual
4,24/12/2023,151.57,Actual
11,11/06/2023,723,Actual
